siren,nom,ville,code_postal,departement,date_parution,date_jugement,nature_jugement,famille_jugement,bodacc_id,nom_officiel,nature_juridique,tranche_effectif,activite_principale,categorie,etat
391054525,ASSOCIATION DE PARENTS D’ELEVES ECOLE ELEMENTAIRE JEAN BAPTISTE BOSSARD,Sainte-Clotilde,97490,974,2020-02-26,2020-02-04,Autre jugement prononçant,Jugement prononçant,A202000402872,ASSOCIATION DE PARENTS D'ELEVES (APE),9220,NN,94.99Z,PME,A
522108059,ASSOCIATION PÔLE D’EXCELLENCE REGIONAL AGROLIMENTAIRE DU NORD PAS DE CALAIS,Arras,62000,62,2021-08-05,2021-07-22,Autre jugement prononçant,Jugement prononçant,A202101512328,POLE D EXCELLENCE REGIONAL AGROALIMENTAIRE DU NPDC,9220,NN,94.99Z,PME,A
794275396,ASSOCIATION DE PREVENTION SPECIALISEE EN YVELINES,Les Mureaux,78130,78,2022-09-30,2022-09-19,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201902318,ASSOCIATION DE PREVENTION SPECIALISEE EN YVELINES (A.P.S.Y.),9220,NN,94.99Z,,A
479895021,ASSOCIATION PARLEZ CITES,Le Kremlin-Bicêtre,94270,94,2022-09-29,2022-05-10,Autre jugement de clôture,Jugement de clôture,A202201892452,PARLEZ CITES,9220,NN,85.59B,PME,A
525102141,L’ASSOCIATION LES MILLES CHANDELLES,Luzarches,95270,95,2020-10-02,2020-08-19,Dépôt de l'état des créances,Avis de dépôt,A202001922807,LES MILLE CHANDELLES,9220,NN,90.01Z,PME,A
433157468,ASSOCIATION MEYNES EN MUSIQUE,Meynes,30840,30,2020-09-24,2020-09-10,Autre jugement prononçant,Jugement prononçant,A202001862264,MEYNES EN MUSIQUE,9220,NN,85.59B,PME,A
348476102,ASSOCIATION SCENE ARTS DANSE,Combs-la-Ville,77380,77,2021-08-08,2021-07-28,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202101531706,SCENE ARTS DANSE,9220,NN,85.52Z,PME,A
333488427,ASSOCIATION ICOSAEDRE DANSE THEATRE,Reims,51100,51,2022-02-08,2022-01-14,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202200273842,L'ICOSAEDRE DANSE THEATRE,9220,NN,90.01Z,PME,A
402103295,ASSOCIATION SAINTE MARIE TENNIS CLUB,Sainte-Marie,97438,974,2021-06-27,2021-06-08,Autre jugement prononçant,Jugement prononçant,A202101242401,SAINTE MARIE TENNIS CLUB,9220,NN,93.12Z,PME,A
538050360,ASSOCIATION LES BOBINES SAUVAGES,Toulouse,31100,31,2021-06-23,2021-02-10,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202101213250,LES BOBINES SAUVAGES,9220,NN,94.99Z,PME,A
510413917,ASSOCIATION INTER-ENTREPRISE POUR LA RESTAURATION COLLECTIVE DE L’ATRIUM ET TOUR LILLEUROPE,Euralille,59777,59,2022-09-21,2022-09-02,Autre jugement prononçant,Jugement prononçant,A202201831349,ASS INTER-ENTREPRISE RESTAURATION COLLECTIVE DE L 'ATRIUM,9220,NN,56.29B,,A
438254633,ASSOCIATION SPORTIVE DES BONS AMIS,La Rivière,97421,974,2021-04-16,2021-03-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100752799,ASS SPORTIVE DES BONS AMIS,9220,NN,93.19Z,PME,A
344237052,ASSOCIATION SPORTIVE SAINT LOUISIENNE,Saint-Louis,97450,974,2021-06-15,2021-05-04,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202101155327,ASSOCIATION SPORTIVE SAINTE LOUISIENNE,9220,NN,93.12Z,PME,A
350356952,ASSOCIATION DE CONSEILS ET DE FORMATION DES PROFESSIONNELS DE SANTE,Paris,75009,75,2020-07-24,2020-05-28,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202001423626,ASSOC GESTION AGREE PROFESSION INFIRMIER (AGAPI),9220,NN,69.20Z,PME,A
518118088,ASSOCIATION CRECHE PARENTALE DU SENTIER,Paris,75002,75,2022-09-11,2022-09-01,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202201761527,CRECHE PARENTALE DU SENTIER,9220,NN,88.91A,PME,A
515064129,ASSOCIATION FOOTBALL CLUB NIMES ATHLETICS,Nîmes,30900,30,2022-06-30,2022-06-16,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202201261813,FOOTBALL CLUB NIMES ATHLETIC,9220,NN,93.12Z,PME,A
409438686,ASSOCIATION SPORTS UNIVERSITE NIMES OMNISPORTS,Nîmes,30000,30,2022-09-04,2022-07-12,Dépôt de l'état de collocation,Avis de dépôt,A202201711595,ASS SPORTS UNIVERSITE NIMES OMNISPORTS (SUN),9220,NN,93.12Z,,A
880857024,ASSOCIATION RR CRYPTO,Quétigny,21800,21,2021-07-31,2021-07-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202101481928,RR CRYPTO (RRC),9220,NN,94.99Z,PME,A
817761034,ASSOCIATION LES AMIS DE LA FONDATION MANUEL RIVERA - ORTIZ,Arles,13200,13,2022-03-10,2022-02-10,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202200491856,,,,,,
342105871,ASSOCIATION DES AMIS DE LA RENAISSANCE,Rouen,76100,76,2022-08-18,2022-08-11,Jugement modifiant le plan de continuation,Extrait de jugement,A202201592149,ASSOCIATION LIS-MOI LES MOTS,9220,01,94.99Z,PME,A
383963279,ASSOCIATION LES P’TITS LOUPS,Antony,92160,92,2022-08-18,2022-07-08,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201592209,,,,,,
813657475,ASSOCIATION PROM SERVICES,Villefranche-sur-Saône,69400,69,2020-06-28,2020-05-18,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001241746,PROM SERVICES,9220,NN,88.10A,PME,A
412919441,ASSOCIATION AFR LA DOUCHE HEURE,Garons,30128,30,2022-08-09,2022-07-26,Dépôt de l'état des créances,Avis de dépôt,A202201533429,ASS FAMILIALE RURALE LA DOUCE HEURE,9220,NN,88.91A,PME,A
440289247,ASSOCIATION ENVIE 2E CHAMPAGNE ARDENNE,Reims,51100,51,2020-10-18,2020-03-09,Dépôt de l'état des créances,Avis de dépôt,A202002032920,ENVIE 2 E CHAMPAGNE ARDENNE,9220,03,38.32Z,PME,A
352510432,ASSOCIATION ARCADIE,Poitiers,86000,86,2022-08-04,2022-07-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201502228,ARCADIE,9220,NN,85.52Z,PME,A
314174814,ASSOCIATION MARTINIQUAISE TOURISME ESPACE RURAL,Fort-de-France,97200,972,2022-04-17,2022-04-05,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202200762337,ASS MARTINIQUAISE TOURISME ESPACE RURAL (AMATER),9220,NN,79.90Z,PME,A
801052234,ASSOCIATION DIFFERENTS MAIS UNIS POUR UN OBJECTIF,L'Etang-Salé,97427,974,2022-07-31,2022-07-12,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201472222,DUO - DIFFERENTS MAIS UNIS POUR UN OBJECTIF,9220,NN,88.99B,PME,A
909011710,ASSOCIATION TROYES DECIBELS,Saint-Julien-les-Villas,10800,10,2022-07-29,2022-07-18,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202201461794,TROYES DECIBELS,9220,NN,93.29Z,,A
332898501,ASSOCIATION DES AMIS DU CENTRE CULTUREL LAURENT CASANOVA,Sartène,20100,2A,2022-07-28,2022-07-12,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201451966,ASS AMIS DU CENTRE CULTUREL L CASANOVA,9210,NN,90.02Z,PME,A
414802769,ASSOCIATION ARIADA,Rouen,76100,76,2022-07-28,2022-07-13,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201452217,ASS REGION INSER ACCESS DEFICIENT AUDITI (ARIADA),9220,NN,88.99B,PME,A
830852653,ASSOCIATION SYNERGIE ACTIV,Beauvais,60000,60,2022-07-28,2022-07-12,Autre jugement prononçant,Jugement prononçant,A202201452128,SYNERGIE ACTIV,9220,NN,94.99Z,PME,A
824214944,ASSOCIATION ANIMATION DEVELOPPEMENT ET SOLIDARITE,Le Robert,97231,972,2021-08-15,2021-06-15,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202101581626,ANIMATION DEVELOPPEMENT ET SOLIDARITE,9220,NN,93.29Z,,A
531977569,ASSOCIATION ACTION PRO NETTOYAGE,Saint-Denis,97400,974,2022-07-27,2022-06-21,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201442614,ASSOCIATION ACTION PRO NETTOYAGE,9220,NN,88.99B,PME,A
781848346,ASSOCIATION CENTRE AIDE FAMILIALE,Bordeaux,33300,33,2020-08-18,2020-08-04,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202001592794,CENTRE AIDE FAMILIALE,9220,NN,88.10A,PME,A
831643457,ASSOCIATION MIAM MIAM MIAM,Balan,01360,01,2022-07-27,2022-07-08,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201442286,MIAM-MIAM-MIAM,9220,NN,93.29Z,PME,A
399445352,ASSOCIATION JUDO PARIS CENTRE,Paris,75001,75,2022-07-27,2022-07-07,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202201442523,JUDO PARIS CENTRE (JPC),9220,NN,93.12Z,,C
792678112,L’ASSOCIATION POMME LIANE ET CANNELLE,Ducos,97224,972,2021-03-04,2020-12-22,Autre jugement et ordonnance,Extrait de jugement,A202100443217,POMME LIANE ET CANNELLE,9220,NN,88.91A,PME,A
530445105,ASSOCIATION GUEULE D’AMOUR,Mamoudzou,97600,976,2022-07-24,2022-07-01,Autre jugement prononçant,Jugement prononçant,A202201422587,ASSOCIATION GUEULES D'AMOUR,9220,NN,94.99Z,PME,A
505284968,ASSOCIATION EATS,Caumont-l'Eventé,14240,14,2022-07-24,2022-07-08,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201422110,ENTREPRISE ADAPTEE TRI SELECTIF (EATS),9220,NN,38.32Z,PME,A
853380368,EDEN ASSOCIATION,Marseille,13006,13,2022-07-24,2022-07-12,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202201422065,ASSOCIATION EDEN (EDEN),9220,NN,85.20Z,PME,A
883499428,ASSOCIATION FR DE COMPETITION DE CERCEAU AERIEN,Tarnos,40220,40,2022-02-13,2022-01-24,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202200312359,ASSOCIATION FRANCAISE DE COMPETITION DE CERCEAU AERIEN,9220,NN,93.12Z,,A
325486090,ASSOCIATION COMITE DEPARTEMENTAL D’EDUCATION POUR LA SANTE DES PYRENEES-ORIENTALES,Perpignan,66000,66,2021-11-17,2021-11-04,Autre jugement et ordonnance,Extrait de jugement,A202102233222,COMITE DEPART EDUCA SANTE,9220,NN,94.99Z,PME,A
452207319,association ASS DEVELOPPT EDUC PHYSIQUE ARTISTIQUE,Villenave-d'Ornon,33140,33,2022-06-30,2022-06-14,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202201261819,ASS DEVELOPPT EDUC PHYSIQUE ARTISTIQUE (ADEPA),9220,NN,93.12Z,PME,A
478487226,ASSOCIATION SPORT PLAISIR,La Seyne-sur-Mer,83500,83,2022-07-19,2022-07-07,Jugement de clôture pour extinction du passif,Jugement de clôture,A202201382546,SPORT PLAISIR,9220,01,93.12Z,PME,A
839793692,ASSOCIATION PASSION RIDE,Monségur,33580,33,2021-09-17,2021-09-10,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202101822207,KIDS WHEELERS GIRONDE,9220,NN,93.29Z,,C
819291832,ASSOCIATION HIVE,Aix-en-Provence,13100,13,2020-07-26,2020-07-13,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20200143774,ASSOCIATION HIVE,9220,NN,94.99Z,PME,A
348986399,ASSOCIATION ETUDES ET RECHERCHES SUR LE TRAVAIL,Paris,75020,93,2022-07-13,2022-06-30,Autre jugement d'ouverture,Jugement d'ouverture,A202201352739,ETUDES ET RECHERCHES SUR LE TRAVAIL (ERETRA),9220,NN,73.20Z,PME,A
327620597,ASSOCIATION DU COMITE DE QUARTIER DU CUL DU FOUR,Roubaix,59100,59,2022-07-13,2022-07-01,Autre jugement prononçant,Jugement prononçant,A202201352559,COMITE QUARTIER DU CUL DE FOUR,9220,NN,94.99Z,PME,A
511536104,ASSOCIATION OXY GENERATION,Tourcoing,59200,59,2022-07-13,2022-07-01,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201352566,OXY GENERATION,9220,NN,94.99Z,PME,A
490907755,ASSOCIATION CARCASONNE AFFICION,Carcassonne,11000,11,2021-11-26,2021-11-16,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102302218,CARCASSONNE AFICION,9220,NN,94.99Z,PME,A
797962131,ASSOCIATION C2S SERVICES A LA PERSONNE,Marguerittes,30320,30,2020-10-16,2020-09-30,Dépôt de l'état des créances,Avis de dépôt,A202002021745,C2S SERVICES A LA PERSONNE,9220,NN,88.10A,PME,A
383086584,ASSOCIATION REGIE DE QUARTIER LA DUCHERE ET LYON OUEST,Lyon,69009,69,2022-07-10,2022-06-28,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201331814,REGIE DE QUARTIER DE LA DUCHERE,9220,NN,88.99B,PME,A
399628338,ASSOCIATION ACTION PLURIEL FORMATION SAINT-GRATIEN,Garges-lès-Gonesse,95140,95,2020-03-06,2020-02-18,Jugement modifiant le plan de redressement,Extrait de jugement,A202000474761,ACTION PLURIEL FORMATION (APF),9220,12,85.59A,PME,A
803258516,ASSOCIATION DE GESTION DE L’ECOLE MONTESSORI,Blois,41000,41,2020-07-26,2020-03-16,Dépôt de l'état des créances,Avis de dépôt,A20200143953,ASSOCIATION DE GESTION DE L'ECOLE MONTESSORI DE BLOIS (AGEMB),9220,NN,85.59B,PME,A
348699117,ASSOCIATION DEVELOPPEMENT 25,Besançon,25000,25,2022-07-10,2022-06-14,Autre jugement de clôture,Jugement de clôture,A202201331602,DEVELOPPEMENT 25,9220,NN,84.13Z,PME,A
884862145,ASSOCIATION CENTRE PORTUGAIS,Saint-Gilles,30800,30,2021-06-27,2021-06-03,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202101241991,,,,,,
329924666,ASSOCIATION ADARPA,Fort-de-France Cedex,97247,972,2022-02-27,2022-02-01,Autre jugement prononçant,Jugement prononçant,A202200412328,ASS DEPART D'AIDE RETRAI PERSONNES AGEES (ADARPA),9220,NN,88.10A,PME,A
750711434,ASSOCIATION NOS FERMES BIO DES PYRENEES,Tarbes,65000,65,2022-07-07,2022-06-17,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201311980,NOS FERMES BIO DES PYRENEES (ASS),9220,NN,94.99Z,PME,A
400267985,ASSOCIATION QUEL QUE SOIT LE TEMPS,Maxéville,54320,54,2022-07-07,2022-06-13,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201311909,QUEL QUE SOIT LE TEMPS,9220,NN,55.20Z,PME,A
324334036,"ASSOCIATION UNION LOCALEDES PARENTS D’ELEVES DE L’ENSEIGNEMENT PUBLIC DAX SUD-LANDES (PEEP), M. Patrick RIVET, Président",Dax,40100,40,2021-03-03,2021-02-03,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100433802,UNION LOCALE PEEP DU SUD DES LANDES,9220,NN,94.99Z,PME,A
794539601,ASSOCIATION AMP DEVELOPPEMENT,Paris,75015,75,2020-07-31,2020-07-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001472738,AMP DEVELOPPEMENT,9300,NN,94.99Z,,A
538470725,ASSOCIATION LES ECURIES DE MOLHES,Concoules,30450,30,2022-07-03,2021-11-25,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201282255,LES ECURIES DE MOLHES,9220,NN,85.51Z,PME,A
808926877,Association FÉDÉRATION FRANÇAISE DE FITNESS,Paris,75013,75,2022-07-03,2022-06-16,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202201282664,FEDERATION FRANCAISE DE FITNESS,9220,NN,93.19Z,PME,A
398713867,ASSOCIATION ECO-CIVISME,Fort-de-France,97200,972,2022-02-10,2021-11-09,Autre jugement d'ouverture,Jugement d'ouverture,A20220029863,ASSOCIATION ECO-CIVISME (EC),9220,NN,94.99Z,PME,A
378043111,ASSOCIATION LA SAMARITAINE,Sainte-Marie,97230,972,2022-07-01,2022-06-14,Autre jugement et ordonnance,Extrait de jugement,A202201272383,ASSOCIATION LA SAMARITAINE,9220,NN,93.12Z,PME,A
438791741,ASSOCIATION RADIO 105 CANAL ANTILLES,Schœlcher,97233,972,2022-07-01,2022-06-14,Autre jugement et ordonnance,Extrait de jugement,A202201272384,RADIO 105 CANAL ANTILLES,9220,NN,60.10Z,PME,A
341463230,ASSOCIATION POINT LOGEMENT JEUNES,Béthune,62400,62,2022-06-30,2022-05-25,Jugement de clôture pour extinction du passif,Jugement de clôture,A202201261994,ASSOCIATION POINT LOGEMENT JEUNES,9220,NN,87.90B,PME,A
818851164,ASSOCIATION MEDIT’ECHANGES,Montricoux,82800,82,2020-10-30,2020-10-20,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202002122553,MEDIT'ECHANGES,9220,NN,90.01Z,,A
432401628,ASSOCIATION POUR LA FONDATION INTERNET NOUVELLE GENERATION - FING,Paris,75012,75,2022-06-29,2022-06-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202201253278,ASSOC FONDATION INTERNET NOUVEL. GENERAT (FING),9220,NN,62.02A,PME,A
394742423,ASSOCIATION LOCALE POUR L’INSERTION (ALPI),Libercourt,62820,62,2022-06-23,2022-04-27,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201212054,ASSOCIATION LOCALE POUR L'INSERTION (ALPI),9221,NN,88.99B,PME,A
504920554,ASSOCIATION COCKTAIL CARAIBES,Paris,75011,75,2022-06-22,2022-06-02,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201203318,COCKTAIL CARAIBES,9220,NN,94.99Z,,A
384900999,ASSOCIATION OFFICE DE TOURISME DE SALINS LES BAINS,Salins-les-Bains,39110,39,2020-06-21,2020-05-11,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001191788,,,,,,
792172082,ASSOCIATION POTENTIEL FORMATION,Le Tampon,97430,974,2022-06-16,2022-05-24,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20220116814,POTENTIEL FORMATION,9220,NN,85.59A,PME,A
508115565,ASSOCIATION ARBRE DE VIE UNIVERSAL,Saint-Joseph,97480,974,2021-01-27,2020-12-15,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100183667,ARBRE DE VIE UNIVERSAL,9220,NN,94.99Z,PME,A
508438074,ASSOCIATION WEBCOME,Vitré,35500,35,2021-12-19,2021-12-06,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20210246853,WEBCOME,9220,NN,59.11A,PME,A
491742961,ASSOCIATION USM SARAN FOOTBALL,Saran,45770,45,2022-06-15,2022-05-13,Jugement de clôture pour extinction du passif,Jugement de clôture,A202201152347,USM SARAN FOOTBALL,9220,11,93.12Z,PME,A
525188868,ASSOCIATION LE CLUB CREOLE,Le Gosier,97190,971,2022-06-15,2022-05-19,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201152549,ASSOCIATION LE CLUB CREOLE,9220,NN,96.09Z,,A
839829462,ASSOCIATION DE FINANCEMENT DES PATRIOTES,Paris,75007,75,2021-05-02,2021-04-01,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100862216,ASSOCIATION DE FINANCEMENT DES PATRIOTES,9220,NN,94.92Z,,A
419443999,ASSOCIATION INSTITUT UNIVERSITAIRE DE FORMATION PROFESSIONNALISEES,Grand-Camp Abymes,97139,971,2022-06-15,2022-05-19,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201152548,INSTITUT UNIVERSITAIRE FORM PROF (IUFP),9220,NN,85.59A,PME,A
384274908,ASSOCIATION INTERCULTURELLE DES FEMMES ACTIVES,Rouen,76000,76,2022-06-14,2022-04-28,Autre jugement et ordonnance,Extrait de jugement,A202201143051,ASS INTERCULTURELLE DES FEMMES ACTIVES (ASIFA),9220,NN,94.99Z,,C
799773148,ASSOCIATION XIVENTS,Persan,95340,95,2022-06-12,2022-05-17,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201132320,XIVENTS,9220,NN,94.99Z,PME,A
400774972,ASSOCIATION REGGAE SUN SKA,Cissac-Médoc,33250,33,2022-06-12,2022-06-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201132033,REGGAE SUN SKA,9220,NN,90.01Z,,C
493903272,ASSOCIATION LA GIRONDINE,Artigues-près-Bordeaux,33370,33,2022-06-12,2022-06-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201132032,ASSOCIATION LA GIRONDINE,9220,NN,88.10A,PME,A
812612257,"ASSOCIATION SERVICE AUX FAMILLES VIEILLESSE ET ACCOMPAGNEMENT, SAVA",Basse-Terre,97100,971,2022-06-09,2022-05-11,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202201112351,ASSOCIATION SERVICE AUX FAMILLES VIEILLESSE ET ACCOMPAGNEMENT,9220,NN,88.10A,PME,A
534332796,ASSOCIATION CHOREGRAPHIQUE EN CEVENNES,Paris,75017,30,2022-06-07,2022-05-19,Autre jugement prononçant,Jugement prononçant,A202201103544,ACCC ASSOCIATION CREATION CHOREGRAPHIQUE EN CEVENNES (ACCC),9220,NN,94.99Z,,A
391698545,ASSOCIATION TIR DES ASPRES,Caixas,66300,66,2020-10-06,2020-09-10,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001944909,ASSOCIATION TIR DES ASPRES,9220,NN,93.12Z,,A
829193614,ASSOCIATION CUISINE DU MONDE,Courdimanche,95800,95,2022-06-05,2022-05-24,Autre jugement prononçant,Jugement prononçant,A202201092546,,,,,,
783796071,ASSOCIATION L’OASIS,Roubaix,59100,59,2022-06-03,2022-05-06,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201083001,L OASIS,9220,NN,55.90Z,PME,A
775626476,ASSOCIATION LE CIA CENTRE INTERTEXTILE APPRENTISSAGE,Roubaix,59100,59,2020-07-30,2020-07-03,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202001463294,COMITE INTERTEXTILE APPRENTISSAGE (CIA),9220,NN,85.59A,PME,A
320268162,ASSOCIATION DROMOISE CHANTIERS ANIMATION ET VIE LOCALE,Eurre,26400,26,2022-06-03,2019-05-22,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201082805,ASS DROMOISE CHANTIER ANIMAT VIE LOCALE (ADCAVL),9220,NN,43.99C,PME,A
803881549,ASSOCIATION LE PARCK,Redon,35600,35,2022-06-01,2022-05-09,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201062081,LE PARCK,9220,NN,94.99Z,PME,A
325078533,ASSOCIATION INTERACTION UNIVERSITE ECONONOMIE,Besançon,25000,25,2022-05-31,2022-02-22,Autre avis de dépôt,Avis de dépôt,A202201051997,INTER ACTION UNIVERSITE ECONOMIE,9220,NN,82.99Z,PME,A
338161433,ASSOCIATION RESTO MOMES CANTINE ACCUEIL PERISCOLAIRE,Benney,54740,54,2020-11-04,2020-10-12,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202002151552,RESTO MOMES,9220,NN,56.29B,PME,A
380860106,ASSOCIATION UNION LOCALE DES MAISONS DES JEUNES ET DE LA CULTURE DU VAL DE LORRAINE,Pompey,54340,54,2022-01-06,2021-12-13,Dépôt de l'état des créances,Avis de dépôt,A202200041343,UNION LOCALE DES MJC (ULMJC),9220,NN,90.04Z,PME,A
417770161,ASSOCIATION TRAIT D’UNION,Lucé,28110,28,2022-05-24,2022-05-10,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201012412,TRAIT D'UNION REGIE DE SERVICE,9220,NN,81.21Z,,C
818617417,ASSOCIATION MONT BLANC OXYGENE,Paris,75008,75,2020-11-30,2020-11-05,Autre avis de dépôt,Avis de dépôt,A202002333917,MONT BLANC OXYGENE (MBO2),9220,NN,87.10C,PME,A
507987626,ASSOCIATION AGEFEN ETABLISSEMENT C2M FORMATIONS,Paris,75012,75,2020-08-04,2020-07-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001491937,AGEFEN ETABLISSEMENT C2M FORMATIONS (C2M FORMATIONS),9220,NN,94.99Z,,C
837673359,ASSOCIATION ATELIER MERAKI,Paris,75011,75,2022-05-24,2022-05-12,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202201012540,ATELIER MERAKI,9220,NN,82.99Z,,A
834442436,Association LES DENICHEURS DE POSSIBLES,Paris,75013,75,2020-09-02,2020-08-13,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20200170997,LES DENICHEURS DE POSSIBLES,9220,NN,94.99Z,PME,A
837672096,ECORESO AUTONOMIE (Association),Bourgvallees,50750,50,2020-03-17,2020-03-10,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202000543288,ECORESO AUTONOMIE,9220,NN,38.32Z,PME,A
